Date,PRECTOT (mm),T2M_MAX (°C),T2M_MIN (°C),ALLSKY_SFC_SW_DWN (MJ/m²),RH2M (%),WS2M (m/s)
2015-01-19,0.0,26.248776798090848,16.241434435176025,10.638934460817726,76.29360633428892,3.371417797544879
2015-01-20,0.0,31.8135459790661,18.697190239721962,23.31266421582933,67.00930914769945,2.8056269645728085
2015-01-21,9.82824384460777,32.64699918697023,17.74965114323367,15.982807936749508,76.7929381998235,0.6260173298677223
2015-01-22,1.3711184975673216,28.64372900150076,19.693764207769828,15.568704429537503,62.89863393162618,2.739737581870341
2015-01-23,2.837641023439619,28.589873556721496,17.769551534895605,10.938449651880104,48.853064009262646,2.1751766764698277
2015-01-24,0.0,30.797634688956144,17.23011422317984,24.963765946387962,65.76098927667404,2.929743851633389
2015-01-25,0.0,28.689840791878215,19.08181703712198,12.84207765116125,70.63232146513101,3.2553718722014517
2015-01-26,3.0546129485493303,29.801602156122534,19.752338334382465,18.2337979228226,67.24160040103544,2.6561296377134544
2015-01-27,0.0,36.29916536749955,16.663309610306396,21.65048129016176,58.41396736340515,3.8322017871557565
2015-01-28,4.378490091728359,29.25892289776201,17.87784865729525,19.686867732012388,51.843510241211824,2.3570344923492033
2015-01-29,0.0,28.924979543936335,15.883118732716694,17.761382752031235,64.85911195632102,2.9998542584431003
2015-01-30,1.041531251033616,28.05737458309452,13.003877965014121,11.193336566850334,78.97655771649744,3.143954058909878
2015-01-31,0.0,32.23257591449981,18.400919262827458,14.761100656930864,82.56197439413683,2.422123224885814
2015-02-01,11.761390922544688,29.456327480345692,19.217810712509262,18.75120135217009,81.87713384138455,3.1230194463822256
2015-02-02,2.4325138763103302,28.05188088503572,18.52413361817345,14.851303720052014,61.84090464851447,2.024261610270265
2015-02-03,0.0,33.96391209681904,14.100876564491266,18.81343783999507,58.46293676369636,2.161945264783025
2015-02-04,6.612724560515945,34.25880901354091,17.29830113984705,20.726973635260567,74.96634614979895,1.45000904773095
2015-02-05,0.0,28.198729302783885,13.563304479897837,21.850011543200406,76.35100011597925,2.6931272930960377
2015-02-06,3.5443179750237768,24.400380145918152,20.73940221530837,13.095282568749266,74.00169605200497,2.760201340683475
2015-02-07,0.0,33.022541069510766,15.827890835763828,26.786584219915817,49.85936725762237,3.4434105268633832
2015-02-08,0.0,27.946110522719987,20.510807218919794,21.069917378216523,61.331154151165336,3.132912003484707
2015-02-09,3.4843061793456176,32.371876797488305,19.891739287368292,17.993143385323744,69.70311209714022,2.2721635546820536
2015-02-10,6.192332899977052,24.089688546864494,16.198819294927876,22.35814633230656,74.87218194630427,1.5574562501325784
2015-02-11,3.3568414059498526,32.677792014897925,15.73443009746451,27.461631087999894,77.67307362602487,2.8462803220159794
2015-02-12,1.9217585880587973,26.36648421215766,18.700740432772676,12.245119595772522,71.4425352228204,3.3886025379317135
2015-02-13,0.9944815220535561,32.19229235719958,16.311351925633858,17.098949430034587,73.30783806538236,3.1041479790431548
2015-02-14,0.0,30.042819203509303,18.204969284316416,8.486273360506686,70.84865458361104,3.36758201988583
2015-02-15,0.0,27.138181741810065,17.034344818386163,18.7706061305921,76.85619374218483,2.330488375041406
2015-02-16,0.19680614520106232,28.77889106121966,14.437683171068734,19.461576967700562,73.12865651490911,2.1267048254594836
2015-02-17,7.785611131094578,32.0589553708701,13.539063961751083,17.843351538228962,70.65737660047287,1.9104789182145607
2015-02-18,4.218091447842307,30.317683359345704,18.453368496989196,15.381865716006761,67.3163120086262,2.455282826709124
2015-02-19,0.0,31.753238941417454,16.87688450733875,9.801941935246699,70.81291425042481,2.4371273632249446
2015-02-20,4.1204198469739755,35.92932175354646,16.893820366171735,19.494134733647076,74.84591378839275,2.665342102831293
2015-02-21,0.5745885979184173,25.307275164866844,19.39172767818757,23.8217379356613,72.67475388898062,2.3965620343715934
2015-02-22,0.0,34.85163772490587,20.34688455326489,15.635926177066272,73.80826418345254,2.393097816218583
2015-02-23,5.55838144420434,30.31306781256964,17.45491055727638,19.76023971609258,83.42721861351185,1.8786447576222849
2015-02-24,7.654997612479755,27.303647855030615,17.318802586180276,11.727422746319798,72.65163922746588,3.2532952108411926
2015-02-25,7.156400595580993,26.00905912278303,19.00028606622777,19.828852254770055,63.510014795268425,2.561214449794969
2015-02-26,0.0,29.4326388276689,15.286128860600849,16.42647080902137,78.83606785994169,2.3604448525717743
2015-02-27,0.953938120743927,32.76495033577338,18.446306109495396,14.950328197588343,56.33801662331082,1.902056597400636
2015-02-28,4.15631715701782,29.6173526388674,19.103771943644308,14.958545435135477,59.18586619260713,1.434469511687131
2015-03-01,7.377725635611796,34.533464790742045,19.36046041683526,16.42555367186796,73.35847264720068,3.546371354039475
2015-03-02,0.1041288107735503,25.646472929845324,14.12649459499507,19.52973326277014,75.16396667786579,2.9437109665054457
2015-03-03,1.5717051166809144,29.963733156461835,16.477289460382117,12.751347195217928,57.54948776496005,1.200865725944026
2015-03-04,0.0,26.242819666760642,16.24347349435307,16.41153867372859,66.1718251901325,3.1105138405677257
2015-03-05,0.0,31.090895647874902,18.199773908818425,17.83411288800341,63.93916167780341,3.2379849361864874
2015-03-06,6.56262911197099,32.6606621702919,18.96148915953597,13.603843101872563,65.13323677118403,2.5995008978407435
2015-03-07,9.281200142854114,28.73771461895684,20.993420814891962,25.18666080670007,79.43597776272946,3.778488716601407
2015-03-08,2.139949392098331,22.187358430118596,17.010069039263854,14.586018079754634,77.06505463547253,2.6733757136983063
2015-03-09,7.51766448946012,30.596844440389482,17.00485500338157,15.322252345466039,69.80877820146293,1.366541177640648
2015-03-10,4.30818012523817,31.31021565520053,20.299344037757493,14.086768200710008,64.54038072885072,2.792135200838657
2015-03-11,0.0,31.212884264885094,18.59315387706061,25.19392034855247,56.503503297798595,2.6959178413701834
2015-03-12,4.30697802754207,33.70734657546646,20.53530302237595,20.211620914397926,84.2018493878195,2.017362520977476
2015-03-13,10.190182832329846,26.786838961052855,18.577456006019673,14.253631975025431,75.92113900284919,2.95884706950194
2015-03-14,2.3208698044502425,32.04064831635135,15.685766762573458,22.424926235439877,62.933308959268594,1.1658677870473104
2015-03-15,10.32321827907003,33.57752253743392,15.333743290444387,18.802794777155512,77.19599497624891,3.2924534619542314
2015-03-16,0.0,24.66423724798045,14.896975501882142,19.029013684446006,69.29776379425374,1.7975026371156377
2015-03-17,6.609512521876119,30.95895547775693,19.324103669516948,16.622091164990188,67.12890495137657,1.712043099906374
2015-03-18,2.935235341190856,28.487460506976987,20.377193646174018,15.002336052172106,74.35211528289602,2.4089401821540184
2015-03-19,1.0049632476706627,29.75543198069506,21.698724282772762,19.351064396218405,62.58501750087275,2.8463783424349085
2015-03-20,2.9588038826775116,31.04302945061501,19.68621066464648,15.819651080017639,66.5624348048989,2.6311392508747438
2015-03-21,0.0,28.53831430765934,20.32567715506997,25.26702251830042,71.21461064199546,1.9058726673820974
2015-03-22,1.4016405608124403,27.972875762515166,16.83996733469263,12.922835579027584,65.00548807114787,2.095128567046489
2015-03-23,4.285562857558732,30.102457252464074,15.687168366512287,24.144627091419782,76.69085210267524,1.5935661220980304
2015-03-24,9.88947022370758,26.738262183411592,19.700158664835108,17.554724604808797,88.6906650367826,2.320256078696104
2015-03-25,0.0,26.742524613344443,18.8353615044788,19.196342936084424,62.45701867392857,3.3600169716087276
2015-03-26,0.0,32.03811984886951,18.214888748681783,21.332631066517738,53.34874703695955,2.496589649884899
2015-03-27,0.0,26.55361789452403,18.77474296126598,15.479002819982256,49.98259832523738,3.1875314038075624
2015-03-28,7.077010588510371,31.998937502727635,18.64637096491641,21.456993538794546,68.49531858505017,3.6643210701809537
2015-03-29,4.143755548298422,31.387773878561852,20.56763371970712,7.169824578475291,63.36835409873817,2.0295851847704265
2015-03-30,0.0,24.82257981362821,20.589971169633912,15.120041867112244,72.0786050106708,2.350741397555708
2015-03-31,5.066337165566781,27.967306042993034,19.088440704680693,14.303748770635739,71.32597672026101,4.236954288849996
2015-04-01,2.985387746740202,33.58232820914212,19.691605745125855,12.985975950512954,53.96783153385904,3.6554747295839563
2015-04-02,7.343224952664446,27.056503406580955,19.02812510484955,17.140180647684197,51.851161705185945,1.1620763793501179
2015-04-03,0.0,28.606787213071836,17.07766053593076,19.542999872726778,72.95933240346095,2.8097186528487255
2015-04-04,0.8616892670111589,31.386182679755688,19.51312934982628,20.810639993997224,71.35428834719957,2.5004479938717563
2015-04-05,0.539459234339212,32.350171527847785,15.211009862281477,18.96350702880163,65.74182001633449,3.16116248868701
2015-04-06,0.0,29.245383341866514,20.107783104591768,15.337226140425813,53.428564148676955,1.9040169860119556
2015-04-07,3.9806013853228803,28.207469415925075,15.61095412046793,19.47606575130067,74.7139126276499,1.8283133023674623
2015-04-08,3.8052763608994464,34.267109585095525,18.571606573589467,18.497142779403404,82.71899545423943,1.9591434277651123
2015-04-09,2.5255672832123044,35.21669899139274,16.30969208314768,21.744224671744064,72.77982440218922,2.0424571630412536
2015-04-10,1.3270643331242655,32.936574152345386,19.106777966148854,21.107746811726066,61.525261094349354,3.1522593334472115
2015-04-11,0.0,30.255954427695073,17.93214954814418,18.121905655682514,70.44552165571152,1.5550390614808958
2015-04-12,0.396773386173205,27.57520283507722,14.810488083673334,14.410987975354972,56.33885919066315,2.001908880032545
2015-04-13,0.7864274173661525,27.508666780330305,18.84139926203696,15.388199376671677,80.57960713838793,1.068790087598847
2015-04-14,0.0,31.567542315797272,16.84415844633458,15.800842561447867,70.81844334529539,3.3056942587298983
2015-04-15,1.6935714416699543,31.25519466266605,19.76229344162674,16.738934664334977,52.31843088246768,3.5168240795449126
2015-04-16,4.520254284072692,34.20479577883929,18.002651377468815,19.072201710359014,66.99325639556318,2.238341255308971
2015-04-17,11.930929506052651,31.951350277608416,18.790841970776075,20.860697560512232,74.63301510234231,2.2616405081494215
2015-04-18,3.3728890641591946,25.490759094720545,16.084862089969576,17.79552522793849,66.66952379024478,2.862577521826318
2015-04-19,3.7877519536138218,33.15584285316876,16.821335537145277,18.06449915160189,67.24104278559827,3.679585605902605
2015-04-20,2.127770421169164,27.005818118056762,17.08272272779783,18.573225220000015,57.75597792952728,2.826888598051134
2015-04-21,0.0,28.848086184142947,19.71340496048511,15.93637874747064,75.66540987081656,1.9419664460199084
2015-04-22,2.3674306227539157,30.750600618755083,21.354754175610978,14.298430969428175,63.51530799980863,1.2049419424108476
2015-04-23,2.8011510497051324,35.98700246935189,16.38965649651425,10.97824841075716,48.43554622994967,1.6078989898692098
2015-04-24,14.81621056242643,39.329755668016084,20.15369628931536,15.21940256769251,66.28742629329606,2.558575560249972
2015-04-25,1.5381951760943875,31.820169177408548,13.660645164548596,19.892581813071146,79.81149715570353,1.9757379814393645
2015-04-26,4.007736711668063,29.450410143838837,15.61162119781542,15.18835424784173,66.13070553400053,2.6559741647926067
2015-04-27,2.3264411514737833,31.60351694544165,16.08244308762645,17.04877185029624,87.3798498512352,2.0576607870110126
2015-04-28,0.0,32.66296627762151,15.294982621118555,19.86572514964927,74.28967948548517,1.6534828549644707
2015-04-29,8.214114072575104,29.037997123328424,14.83282322042484,20.082757985690677,73.38758162280367,1.5583746948375432
2015-04-30,6.259665163433871,35.385634067736966,18.825997824275596,13.681868591335844,68.71601734082391,3.7498836074985835
2015-05-01,6.455159735215235,30.690212277574208,17.571864604544277,21.988237425814567,69.31713792235709,3.2111901993469143
2015-05-02,0.0,31.49322926727418,18.75881079521022,22.509400357421942,67.36576364880496,3.884414361462367
2015-05-03,9.513971554680495,31.997772756163386,19.380945372243026,13.48060057112576,66.97730607917474,2.9319607206040823
2015-05-04,0.0,31.264759831843367,18.531233986345068,14.704652521435383,75.30867162067149,2.1560068731081286
2015-05-05,5.434285469001352,32.516821501408835,19.315526352300747,22.764362732584765,60.641687702094345,3.5586727379919507
2015-05-06,13.452278129049892,28.14824044035923,17.86093542751546,17.412585914978795,59.2410617127574,2.4735455989105857
2015-05-07,0.0,28.32509473816191,15.626013223388512,9.120888210192597,58.768049491246224,2.676673416232282
2015-05-08,0.0,26.699537301084916,20.11562836164159,12.401273981069256,90.45654547677154,2.465740496739585
2015-05-09,2.9982568254382063,31.31850369186068,16.821775734437747,17.002521499310074,75.3034290167058,0.5
2015-05-10,0.0,32.33680951053634,16.128807402475147,13.347829398861592,73.04492201680145,3.7837880098358827
2015-05-11,0.0,31.373318598455658,17.644164248391203,16.346304917454233,59.42485329706568,2.892803156766203
2015-05-12,2.842814874030137,35.023477300042615,16.174378161406974,18.129584854734315,76.23342300674828,2.763858448694808
2015-05-13,0.0,29.98321194351286,17.165139236021137,23.849018416138914,68.83428653546672,2.450579150183551
2015-05-14,4.867962153175908,32.00622496677754,18.688107843126932,16.838184335088844,72.1416894113175,2.630742256308905
2015-05-15,0.0,26.724897371582056,18.696683478492254,22.290167198291037,60.23379684136444,2.022176851323002
2015-05-16,10.249672025087698,28.838700892576796,16.20433986714874,23.71504064814708,71.60268857417577,2.993263481845817
2015-05-17,0.0,32.086613272697335,17.024589254102512,23.737238677408303,65.76166461793517,1.454321324480694
2015-05-18,0.889692418971622,32.54730633222943,20.148666009540488,19.139018373542275,62.343888429698126,2.6488547459764376
2015-05-19,6.567586086848348,29.118099157007453,18.992800235467882,10.146843408644102,77.34106335807249,2.9492587764568836
2015-05-20,0.0,29.7852022444258,22.15013007869708,19.843299461615462,54.62292191469997,2.3410646929416776
2015-05-21,3.637299673020647,25.44637875995757,20.360256347483055,22.193599551254163,75.6477626431415,2.7966942339768197
2015-05-22,9.03571377141214,28.92891239758017,20.28858613711988,17.675731578258333,76.84486133552996,1.7069324862125996
2015-05-23,0.0,32.67114949055936,15.224262899088396,24.978335480300995,61.2035632444876,1.7273385832832286
2015-05-24,3.423169292661521,31.7256150483197,19.527720703266844,21.43933424586983,61.796715388675324,2.6893736968211144
2015-05-25,3.7994139712421178,31.501997164143628,17.893786396606178,20.273093508611137,67.76974318733598,3.0428397236968414
2015-05-26,6.409114358886551,30.14932106154288,16.8980363929235,22.34552284482335,72.8203621046222,1.0001074755986312
2015-05-27,0.0,30.02118947588453,18.336030681065058,19.333479405043512,68.47145008185774,2.917616508088613
2015-05-28,0.0,28.01903658157966,19.89042306922297,8.028758002418586,74.3356246019188,2.0654387996989305
2015-05-29,5.109707828084488,32.09648526060761,19.00166318200842,16.003444194118536,87.62979652537399,2.3457551301540702
2015-05-30,3.9849233661659302,31.262918833168168,16.24305239731588,22.788672108991413,64.92283230850286,1.4283856611479702
2015-05-31,3.752464251729383,31.476056543978398,19.484917827185242,14.769634639606815,52.8482002929658,1.8187062078506333
2015-06-01,4.232241047484878,28.42189547199726,16.72482491584807,17.106109979052242,78.25923583030654,3.272900260424249
2015-06-02,0.0,23.539971240386265,18.433366237928574,13.820654744387715,86.8331457592753,2.5262906991841705
2015-06-03,3.6612684858050177,33.29145813526109,17.39329986504573,25.135690380807077,73.92768363051124,2.193777278632353
2015-06-04,3.965362366493406,28.563487631974787,17.562267496528747,24.72596982967206,59.12251324646332,2.4068093178951724
2015-06-05,0.0,27.411672707870636,19.532485950081018,14.464524419437083,68.76107636764799,2.891369459731441
2015-06-06,11.828872555723782,32.08043673574198,15.919612560368204,18.589192001556334,58.81476515788368,2.8523955969306702
2015-06-07,4.869164604558938,28.823962080242612,21.890390148553866,15.278023808943809,76.42855493962948,2.4399783996825595
2015-06-08,0.0,33.17980915213987,14.357827861411007,20.459778556125514,56.487095973015656,3.374367288717335
2015-06-09,5.782768043169149,31.85101784873009,16.804664633490287,20.038732308969315,66.998712131718,3.276370109525333
2015-06-10,0.0,32.05070796960143,18.740423779883482,21.24682228645306,59.956621737060935,2.8306976233043164
2015-06-11,6.43542301871226,25.902132866398397,19.168628332870618,19.32767379083155,71.26824685134962,2.5436894263280565
2015-06-12,8.29297789503702,33.6358319561592,17.79904855885659,29.74162482555387,66.33658322862243,3.0258568760956313
2015-06-13,0.0,30.783751593701567,17.885218593996914,13.888304939957045,71.76762103250263,2.7514139374409465
2015-06-14,7.316880646221609,28.89216858226139,18.82110017065523,11.157586582253943,70.22350554966366,3.348640057444758
2015-06-15,4.563904634682491,30.430165402026752,17.53786104508464,16.427639197194154,60.1334097227589,3.219649101390646
2015-06-16,6.61030079997245,24.67129430130504,20.78636251586981,11.72804693775893,76.26877063529022,1.6853968788658171
2015-06-17,11.983964913269737,31.225958434442013,19.678698228463205,12.030150919976029,69.51234348156885,1.6312294634066349
2015-06-18,1.2730594199856475,26.911885475453786,19.74564870201127,13.994741383208133,60.114709921340996,1.939000364476739
2015-06-19,0.0,25.941989142469396,16.067686553259165,14.31124437827349,92.40926556205793,3.280910952053537
2015-06-20,0.0,25.432922441346328,17.841223151188593,14.18152759219976,74.76430166717125,1.2389528025830034
2015-06-21,0.0,33.33806512496977,17.399068102558594,20.072875801781645,68.46739446600695,2.815805911286395
2015-06-22,2.114491452929479,28.112209818921635,15.988797248621069,15.975243755658656,84.15204526701824,2.790034472874369
2015-06-23,4.20575987408322,34.6011831297495,18.720328367891533,17.281941700510078,88.41815609386607,3.430118446948954
2015-06-24,3.883453996650095,28.392595610843106,16.924708484440366,21.57693109800374,68.54650577686115,2.64427095253111
2015-06-25,6.635916245180119,24.87792612722116,19.310807659700473,14.934709900874296,73.47397486434762,1.4254324875328794
2015-06-26,2.565009459389535,26.650426680154023,15.859616874211337,16.94181640518111,60.11997181997059,1.7325160314815018
2015-06-27,9.767670385786584,33.70743486002082,21.438081225683643,19.463039944371662,68.52807249231988,1.5544035824817404
2015-06-28,1.1767158338102197,29.532305466189996,16.207334682815876,10.233728797519115,68.0093744624013,2.0696448269334877
2015-06-29,16.100845832948096,28.3551381105282,18.43860467440087,8.46037796419767,71.84827033621654,2.3536787460608584
2015-06-30,5.6283367388250305,30.480054677558364,19.583718620776136,19.38446931519089,73.3276047863701,1.5676467790231543
2015-07-01,0.0,31.505348208502635,16.858719139599774,19.968057122267595,75.5982844882806,3.6765295925218315
2015-07-02,0.0,33.352196447707385,19.704937286865903,26.256880539409643,72.3764265629996,1.439774902438047
2015-07-03,4.912362076215926,34.34549768967878,15.541632804399168,18.63237950346724,57.89257373370835,3.576882739089984
2015-07-04,1.3826860733707456,28.92069406263274,20.90423539836512,21.27895886903238,60.61532894258915,3.448130425151472
2015-07-05,6.0700024704604605,26.021856941753885,18.028298529931515,17.218109425656106,64.53592380536327,3.218642039751228
2015-07-06,4.866188122867724,28.759604516630173,16.80717718406224,19.188908886340347,67.1775940807677,1.9449867140025996
2015-07-07,2.1358554367156364,30.78084151974866,17.40163645514513,24.669027366998137,80.50774290472114,2.7739607033415212
2015-07-08,0.0,27.108723221368166,19.61783853878544,9.504028727497458,58.37061013147087,1.4781030931595056
2015-07-09,0.0,27.12854725531487,16.831089416299122,19.654465030286723,66.425849518293,3.2287256280269996
2015-07-10,0.2674252396648944,31.031363644649655,16.501284621154443,26.542346920309463,79.5300949821405,2.440812174770985
2015-07-11,6.781993971617362,29.854042945288647,17.556926804832525,19.12813687683737,67.00122525503387,2.1725438283306517
2015-07-12,3.5704687206510197,30.098390986234758,15.646075774460064,24.60229185293139,74.60415649842824,1.5210041226749844
2015-07-13,0.0,27.72451399589979,21.64108781588363,15.48315140188223,68.60457957072096,0.5179951050967864
2015-07-14,3.36590462925591,29.308797857382697,16.86721081757055,17.871810023345144,72.56783257324723,1.6691673143713952
2015-07-15,4.426586898644183,27.227300567195087,19.663233572360806,18.13409880955435,67.7152745619046,3.390238556490325
2015-07-16,0.0,32.67059523337436,18.418940167295546,9.129635682564917,76.67065472728353,2.1777332572201566
2015-07-17,3.2686255297276396,33.10574800417126,16.030931899036062,13.3272886885992,54.54943592593565,2.364536914307962
2015-07-18,2.7910435922299994,24.461436413285718,17.988090581574543,13.612499682464055,66.36687991611456,3.024443486630762
2015-07-19,0.0,27.21146741942277,19.568005558621497,21.28826431213011,72.96572676694308,3.9445351024930124
2015-07-20,4.288936801741416,25.510412234729763,17.623477329827388,21.48861242273622,75.33695248006192,3.5600037239565108
2015-07-21,5.303922631841171,28.049928196779305,20.386225891702054,19.296145770826133,84.92952622753828,1.7221319969470494
2015-07-22,7.915256215876385,29.749686090628916,20.04303078556373,21.296411587422824,66.08975333134424,0.9459435428500749
2015-07-23,7.769010260174515,25.65106434090441,19.837829709316658,17.343402349112903,84.79481761860873,4.387691407280083
2015-07-24,0.0,27.23442056062406,17.080686455454007,22.807726678158172,63.40976173340329,4.315193289327563
2015-07-25,0.0,26.988127883755503,15.840315104437027,18.035153770528286,83.28646411544644,2.650762877143426
2015-07-26,5.075176336043299,30.621801988196832,16.77282478927441,18.231456189707025,78.17467126698372,1.4836094035345426
2015-07-27,5.068929754561044,30.20803301110875,18.392481881333442,16.937629466950355,60.86541420367777,3.2705812271151515
2015-07-28,5.07523843153024,27.83478733998824,19.09157342706471,20.737801910545713,73.07039237251821,2.4136130511899117
2015-07-29,20.0,30.530462616418195,13.656857190479105,16.31520473354835,69.48764164467808,2.409615101514712
2015-07-30,5.354452553465835,28.359959746238204,17.983773596776498,21.905725508792273,76.25584593675,3.2155670744841034
2015-07-31,8.177828200902994,29.18503466902184,18.31617845064637,13.471403437135972,67.76728411566691,2.767499797498639
2015-08-01,7.270008817466012,35.02035627089561,17.4449114873689,13.604334981087224,66.92753774338269,1.5513480711880439
2015-08-02,5.75695625652899,34.02138315537104,20.58254767803176,20.749707020506015,83.69094582762851,2.240206451934421
2015-08-03,0.923653776798272,26.101256289217208,18.84356014850174,17.64582314166795,69.01279105544327,3.0289223429290772
2015-08-04,6.294846102466337,32.48919725363752,20.620383816161794,16.184434335387486,78.26422324191766,2.908201777924015
2015-08-05,0.0,32.434189663474776,17.568078959299534,21.560230929901838,67.746485149558,2.7096132594867806
2015-08-06,1.3159069662999556,26.555210133742143,19.87495498501385,15.570954343655663,86.66663259227523,3.2467383635806915
2015-08-07,0.07318226085448254,32.45633293126458,21.27013278905504,17.19919498279852,63.21665370664507,2.2106264097461885
2015-08-08,2.909370696931613,34.61379575523766,20.623386898545323,23.596911800284637,63.85856468752815,2.6429358201752575
2015-08-09,14.073292833367542,26.632365581266757,15.815716813142533,24.1565693832426,85.24517181115903,0.5
2015-08-10,0.0,27.24749153695721,17.49264784491524,24.28959284108131,65.55053609104748,2.140279844925749
2015-08-11,5.931300951872567,33.052984400530505,17.309670589100406,16.871496892264354,86.01074306164392,3.1111223268605155
2015-08-12,0.0,30.814485932476945,18.978509070152654,22.92281161993788,78.91840579594813,2.187684426306286
2015-08-13,0.14034067105283254,31.65442882571857,19.372707110029065,14.204188688925287,68.45350293439166,2.12701808662631
2015-08-14,7.94475298483683,31.02176764920149,16.322214651948528,14.372388501111756,51.86706527982842,1.666837638580145
2015-08-15,2.8214000954773137,31.172087762784432,18.135677027833875,8.598176589502556,69.80681695728164,3.3026927141833164
2015-08-16,0.0,26.02058361506675,13.960145335687727,24.69147280759412,71.01630053533425,2.9387706188324567
2015-08-17,0.0,33.14195311986435,20.88389001160378,14.544080603695686,81.67217733304373,3.160331678258468
2015-08-18,5.897988744673379,33.50876997728332,16.975251518646612,17.49386968101176,85.88447176240112,1.1190288304336882
2015-08-19,0.0,29.31182776779592,18.111727879688996,14.358702632286864,63.15012820856252,2.3716399653874927
2015-08-20,3.5822929479098744,29.869569150558412,17.380700572023876,20.780660993320563,78.01181763988183,2.275911193799995
2015-08-21,2.727859199519069,25.406677492332832,20.29205515002683,16.49746535713064,77.6540215601335,2.275542634721158
2015-08-22,0.0,31.542764268053503,12.324987117205243,12.780732438268203,80.73412702410445,2.0071779650256354
2015-08-23,13.219720446626628,31.71617232514243,17.96677931534818,19.766650256744242,74.98689912135545,2.223116582575988
2015-08-24,5.669595111590056,29.813426949002068,17.788362485004605,12.265079900759087,50.5750230903823,3.1797158261653213
2015-08-25,0.0,33.373060079611506,17.092727224816635,14.650377098738035,68.4457756747224,0.9697189173217364
2015-08-26,3.4322715738471383,28.997768307060177,21.452453091271266,9.572443541495677,58.44292425083085,3.9218358144243632
2015-08-27,0.0,31.6938177776808,16.22534108228846,12.304167551209574,67.97394227081926,2.8870729000211695
2015-08-28,6.7621666739811195,26.941006983923653,19.543592354471322,18.71411667888191,79.80004236133894,2.46613448347183
2015-08-29,0.0,29.929343547377286,18.712505577412166,10.141855847588301,73.05150835874973,3.225467317098341
2015-08-30,1.9263177926655048,29.476937226291493,20.523038505071032,12.075417101513137,81.48090866397433,1.3385322038652518
2015-08-31,5.024936394902285,30.675923766122825,16.66562183044499,17.990524335468766,73.41753920713539,1.968239275879189
2015-09-01,6.828775970850607,28.891419213499923,16.534062201752484,15.82557241562779,57.01674060331097,2.403139654087557
2015-09-02,0.0,29.605582212984995,20.192139814954796,25.968146543837236,44.79152993427265,3.592448296345742
2015-09-03,0.827493820795258,32.47814151432452,18.85064261666022,25.3355861840975,71.48808761679591,2.462802735098754
2015-09-04,0.12527344419521924,28.689707288285348,14.910125306646483,14.528310148995386,67.86073533648835,2.860043736948117
2015-09-05,0.0,25.180268697783962,16.92138997107346,20.22855047361393,60.230542606181174,2.028336803251098
2015-09-06,11.327271201405484,35.24875171261626,18.772765307696123,20.997130227517804,52.99372750348622,2.889473655173993
2015-09-07,4.524908554804778,34.14436223607146,19.675528443093178,15.610084567902387,62.65256786527291,3.8417916743795653
2015-09-08,0.0,26.123211914683143,16.64153869361409,12.017833854007185,68.05508515135224,3.296421353339291
2015-09-09,7.08930973527388,32.06912341573558,12.171488020366118,17.95080620276777,76.6587782370639,2.4348352097776966
2015-09-10,13.110780985063165,28.491075688345973,19.046446371474065,17.308617300743556,71.8863108156798,3.0403926778123758
